# We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
# All Submitters of data may be contacted directly via www.gisaid.org
Accession ID	Virus Name	Location	Collection Date	Originating Laboratory	Submitting Laboratory	Authors
EPI_ISL_450203	Germany/BY-ChVir-1289/2020	Europe / Germany / Bavaria / 	2020-02-01	Department of Virology	Department of Virology	Boehmer et al
EPI_ISL_417846	Iceland/40/2020	Europe / Iceland / Reykjavik / 	2020-03-04	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson et al
EPI_ISL_457698	Guangzhou/GZMU0117/2020	Asia / China / Guangdong / Guangzhou	2020-02-26	The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, China	BGI-shenzhen & The First Affiliated Hospital of Guangzhou Medical University	Yanqun Wang et al
EPI_ISL_416317	Shanghai/SH0003/2020	Asia / China / Shanghai / 	2020-01-25	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
EPI_ISL_451371	Sichuan/SC-PHCC2-051/2020	Asia / China / Sichuan / 	2020-02-09	West China Hospital of Sichuan University	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_417007	Spain/GA-ISCIII-201663/2020	Europe / Spain / Galicia / 	2020-03-07	HOSPITAL SANTA MARIA NAI	Instituto de Salud Carlos III	Iglesias-Caballero et al
EPI_ISL_414578	Chile/Talca-2/2020	South America / Chile / Talca / 	2020-03-04	Hospital de Talca, Chile	Instituto de Salud Publica de Chile	Andrés E. Castillo et al
EPI_ISL_454878	Sweden/20-50099/2020	Europe / Sweden / Stockholm / 	2020-03-03	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_454891	Sweden/20-50222/2020	Europe / Sweden / Stockholm / 	2020-03-07	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_451307	Italy/LOM-INMI-5314-N/2020	Europe / Italy / Lombardy / 	2020-02-21	Molecular Virology Unit, Fondazione IRCCS Policlinico San Matteo , Pavia	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Fausto Baldanti et al
EPI_ISL_426431	USA/OH_0020/2020	North America / USA / Ohio / 	2020-03-07	OH Department of Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al
EPI_ISL_479812	Japan/PG-0049/2020	Asia / Japan / Hokkaido / 	2020-03-01	Hokkaido Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_424899	USA/IA_6391/2020	North America / USA / Iowa / 	2020-03-07	IA State Hygienic Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao et al
EPI_ISL_416622	Japan/DP0752/2020	Asia / Japan / Japan / 	2020-02-17	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_479841	Japan/PG-0098/2020	Asia / Japan / Hokkaido / 	2020-03-08	Sapporo City Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_430297	SouthAfrica/R02827/2020	Africa / South Africa / Gauteng / 	2020-03-06	National Institute for Communicable Diseases of the National Health Laboratory Service	National Institute for Communicable Diseases of the National Health Laboratory Service	Allam M et al
EPI_ISL_416473	Hangzhou/ZJU-08/2020	Asia / China / Zhejiang / Hangzhou	2020-01-26	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003	Hangping Yao et al
EPI_ISL_420334	Belgium/GOF-030578/2020	Europe / Belgium / Waremme / Berloz	2020-03-05	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras et al
EPI_ISL_477170	Singapore/470/2020	Asia / Singapore / Singapore / 	2020-02-16	Department of Laboratory, Medicine Tan Tock Seng Hospital	Department of Laboratory Medicine Tan Tock Seng Hospital	Chen YYC et al
EPI_ISL_493184	Wuhan/0126-C102/2020	Asia / China / Hubei / Wuhan	2020-01-26	National Virus Resource Center, Chinese Academy of Sciences, Wuhan 430071, China	Computational Virology Group, Center for Bacteria and Viruses Resources and Bioinformation, Wuhan Institute of Virology, Chinese Academy of Sciences，Wuhan 430071, China	Jianjun Chen et al
EPI_ISL_417256	England/20108007302/2020	Europe / United Kingdom / England / 	2020-03-03	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
EPI_ISL_490000	SaudiArabia/523/2020	Asia / Saudi Arabia / Saudi Arabia / 	2020-02-10	King Fahad Medical City	King Fahad Medical City	Alosaimi et al
EPI_ISL_454485	Sweden/20-08114/2020	Europe / Sweden / Stockholm / 	2020-03-08	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_497981	SouthKorea/KCDC2080/2020	Asia / South Korea / South Korea / 	2020-02-21	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_454882	Sweden/20-50136/2020	Europe / Sweden / Stockholm / 	2020-03-04	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_454495	Sweden/20-08047/2020	Europe / Sweden / Sormland / 	2020-03-08	Skovde/Unilabs	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_457697	Guangzhou/GZMU0101/2020	Asia / China / Guangdong / Guangzhou	2020-02-20	The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, China	BGI-shenzhen & The First Affiliated Hospital of Guangzhou Medical University	Yanqun Wang et al
EPI_ISL_455849	Sweden/20-50092/2020	Europe / Sweden / Stockholm / 	2020-03-04	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_414014	Brazil/SP-03/2020	South America / Brazil / São Paulo / 	2020-03-02	Hospital Israelita Albert Einstein	Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory	Claudio Tavares Sacchi et al
EPI_ISL_415155	Belgium/VAG-03013/2020	Europe / Belgium / Leuven / Huldenberg	2020-03-01	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
EPI_ISL_480034	Japan/PG-0364/2020	Asia / Japan / Kanto / 	2020-03-05	Tochigi Prefectural Institute of Public Health and Environmental Science	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_469077	Sweden/20-50216/2020	Europe / Sweden / Stockholm / 	2020-03-06	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Oskar Karlsson Lindsjo et al
EPI_ISL_414631	France/GE1973/2020	Europe / France / Grand Est / Reims	2020-03-04	Hôpital Robert Debré Laboratoire de Virologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélnie Albert et al
EPI_ISL_416409	Shanghai/SH0128/2020	Asia / China / Shanghai / 	2020-02-02	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
EPI_ISL_434565	HongKong/HKU-903a/2020	Asia / Hong Kong / Hong Kong / 	2020-01-24	unknown	Microbiology, The University of Hong Kong	To et al
EPI_ISL_414045	Brazil/RJ-314/2020	South America / Brazil / Rio de Janeiro / 	2020-03-04	LACEN RJ - Laboratório Central de Saúde Pública Noel Nutels	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Paola Resende et al
EPI_ISL_451391	Sichuan/SC-WCH4-289/2020	Asia / China / Sichuan / 	2020-02-13	West China Hospital of Sichuan University	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_416032	Brazil/SP-10/2020	South America / Brazil / Distrito Federal / Brasilia	2020-03-04	National Influenza Center - Instituto Adolfo Lutz	Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory	Claudio Tavares Sacchi et al
EPI_ISL_413558	USA/CA-CDPH-UC2/2020	North America / USA / California / Solano County	2020-02-27	California Department of Public Health	Chiu Laboratory, University of California, San Francisco	Xianding Deng et al
EPI_ISL_422865	Netherlands/NoordBrabant_69/2020	Europe / Netherlands / North Brabant / 	2020-03-02	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
EPI_ISL_457797	USA/DC-HP00054/2020	North America / USA / Washington DC / 	2020-03-07	Johns Hopkins Hospital Department of Pathology	Johns Hopkins Hospital Department of Pathology	Peter M. Thielen et al
EPI_ISL_412029	HongKong/VB20024950-2/2020	Asia / Hong Kong / Hong Kong / 	2020-01-30	Hong Kong Department of Health	The University of Hong Kong	Dominic N.C. Tsang et al
EPI_ISL_437624	Thailand/SI200893-NT/2020	Asia / Thailand / Thailand / 	2020-02-01	unknown	Faculty of Medicine	Rodpan et al
EPI_ISL_424876	USA/NH_0029/2020	North America / USA / New Hampshire / 	2020-03-06	NH Dept. of Health and Human Services Public Health Labs	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al
EPI_ISL_451369	Sichuan/SC-PHCC2-049/2020	Asia / China / Sichuan / 	2020-02-08	West China Hospital of Sichuan University	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_447914	Thailand/Phuket_247/2020	Asia / Thailand / Phuket / 	2020-01-25	n/a	National Institute of Health. Department of medical Sciences, Ministry of Public Health, Thailand	Pilailuk et al
EPI_ISL_416592	Japan/DP0294/2020	Asia / Japan / Japan / 	2020-02-16	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_424842	USA/SC_3575/2020	North America / USA / South Carolina / 	2020-03-07	SC Dept of Health and Env. Control-Bureau of Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al
EPI_ISL_506948	SouthKorea/KCDC2154/2020	Asia / South Korea / South Korea / 	2020-02-27	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_471425	SouthKorea/KCDC2020/2020	Asia / South Korea / South Korea / 	2020-02-18	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_460252	USA/MA-MGH-00435/2020	North America / USA / Massachusetts / 	2020-03-08	Massachusetts General Hospital	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
EPI_ISL_424855	USA/FL_7169/2020	North America / USA / Florida / 	2020-03-02	FL Bureau of Public Health Laboratories-Tampa	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al
EPI_ISL_426187	SouthKorea/KCDC2014/2020	Asia / South Korea / South Korea / 	2020-02-12	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_420332	Belgium/WAM-030676/2020	Europe / Belgium / Liège / Herstal	2020-03-06	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras et al
EPI_ISL_525586	USA/NY-Wadsworth-11679-01/2020	North America / USA / New York / 	2020-03-08	Wadsworth Center, New York State Department of Health	Wadsworth Center, New York State Department of Health	Kirsten St. George et al
EPI_ISL_464467	England/201080091/2020	Europe / United Kingdom / England / 	2020-03-05	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	PHE Covid Sequencing Team et al
EPI_ISL_454932	Wuhan/HB-WH2-166/2020	Asia / China / Hubei / Wuhan	2020-02-11	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_437999	Austria/CeMM0153/2020	Europe / Austria / Vienna / 	2020-03-03	Center for Virology, Medical University of Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
EPI_ISL_424888	USA/SC_6370/2020	North America / USA / South Carolina / 	2020-03-08	SC Dept of Health and Env. Control-Bureau of Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al
EPI_ISL_417142	USA/WA-S89/2020	North America / USA / Oregon / Umatilla County	2020-02-29	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_416316	Shanghai/SH0002/2020	Asia / China / Shanghai / 	2020-01-25	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
EPI_ISL_454947	Wuhan/HB-WH3-191/2020	Asia / China / Hubei / Wuhan	2020-03-03	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_452755	Spain/PV-IBV-000712/2020	Europe / Spain / Basque Country / Vitoria-Gasteiz	2020-03-07	Hospital Universitario Araba. Vitoria-Gasteiz,	SeqCOVID-SPAIN consortium/IBV(CSIC)	Silvia Hernáez Crespo et al
EPI_ISL_449476	Wuhan/WHUH001/2020	Asia / China / Hubei / Wuhan	2020-01-22	unknown	Department of Respiratory and Critical Care	Wang et al
EPI_ISL_539557	Spain/EX-ISCIII-201239/2020	Europe / Spain / Extremadura / 	2020-02-28	Gerencia del área de salud de Badajoz, Llerena y Zafra	Instituto de Salud Carlos III	Iglesias-Caballero et al
EPI_ISL_479914	Japan/PG-0214/2020	Asia / Japan / Kanto / 	2020-03-01	Niigata City Public Health Research Institute	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_417069	USA/WA-S16/2020	North America / USA / Washington / 	2020-03-03	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_467982	USA/CA-SR0460/2020	North America / USA / California / San Diego	2020-03-08	San Diego County Public Health Laboratory	Andersen lab at Scripps Research	SEARCH Alliance San Diego with Tracy Basler et al
EPI_ISL_416355	Shanghai/SH0047/2020	Asia / China / Shanghai / 	2020-02-04	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
EPI_ISL_464212	England/20099068604/2020	Europe / United Kingdom / England / 	2020-02-29	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	PHE Covid Sequencing Team et al
EPI_ISL_479890	Japan/PG-0182/2020	Asia / Japan / Kanto / 	2020-03-03	Tokyo Metropolitan Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_493171	Wuhan/0126-C13/2020	Asia / China / Hubei / Wuhan	2020-01-26	National Virus Resource Center, Chinese Academy of Sciences, Wuhan 430071, China	Computational Virology Group, Center for Bacteria and Viruses Resources and Bioinformation, Wuhan Institute of Virology, Chinese Academy of Sciences，Wuhan 430071, China	Jianjun Chen et al
EPI_ISL_489997	SaudiArabia/492/2020	Asia / Saudi Arabia / Saudi Arabia / 	2020-02-04	King Fahad Medical City	King Fahad Medical City	Alosaimi et al
EPI_ISL_460245	USA/MA-MGH-00420/2020	North America / USA / Massachusetts / 	2020-03-07	Massachusetts General Hospital	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
EPI_ISL_486660	Italy/LOM-ASST-4/2020	Europe / Italy / Lombardy / 	2020-02-23	Microbiology, Virology and Biemergency Laboratory-ASST FBF Sacco	Microbiology, Virology and Biemergency Laboratory-ASST FBF Sacco	Rimoldi SG et al
EPI_ISL_424857	USA/FL_1177/2020	North America / USA / Florida / 	2020-03-06	FL Bur. of Public Health Laboratories-Jacksonville	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al
